Func Code,Function Description,Employment Status,Job Category,Line No,Salary Band,Hispanic/Latino Male,Hispanci/Latino Female,"Non Hispanic/Latino - Male, White","NonHispanic/Latino - Male, Black","NonHispanic/Latino - Male, Asian","NonHispanic/Latino - Male, NHOPI","NonHispanic/Latino - Male, Amer Ind","NonHispanic/Latino - Male, 2+ Races","Non Hispanic/Latino - Female, White","NonHispanic/Latino - Female, Black","NonHispanic/Latino - Female, Asian","NonHispanic/Latino - Female, NHOPI","NonHispanic/Latino - Female, Amer Ind","NonHispanic/Latino - Female, 2+ Races",Total,FY
3,PUBLIC WELFARE,NEW HIRES DURING EEO-4 FISCAL YEAR,PROFESSIONALS,86,,120,287,101,358,171,,3,14,123,910,171,1,8,39,2306,2023
3,PUBLIC WELFARE,NEW HIRES DURING EEO-4 FISCAL YEAR,TECHNICIANS,77,,,1,,,3,,,,,3,,,,,7,2023
3,PUBLIC WELFARE,NEW HIRES DURING EEO-4 FISCAL YEAR,PROTECTIVE SERVICE,78,,24,13,4,41,4,,,1,1,45,3,,,2,138,2023
3,PUBLIC WELFARE,NEW HIRES DURING EEO-4 FISCAL YEAR,PARAPROFESSIONALS,79,,32,57,14,78,20,,,3,17,140,16,,1,12,390,2023
3,PUBLIC WELFARE,NEW HIRES DURING EEO-4 FISCAL YEAR,ADMINISTRATIVE SUPPORT,80,,1,7,2,5,2,,,,3,11,7,,,1,39,2023
3,PUBLIC WELFARE,NEW HIRES DURING EEO-4 FISCAL YEAR,SKILLED CRAFT,81,,3,,9,9,2,,,1,,,,,,,24,2023
3,PUBLIC WELFARE,NEW HIRES DURING EEO-4 FISCAL YEAR,SERVICE – MAINTENANCE,82,,1,,1,5,1,,,,,3,,,,,11,2023
4,POLICE PROTECTION,FULL-TIME EMPLOYEES,OFFICIALS - ADMINISTRATORS,8,$70.0 PLUS,1305,402,3003,613,616,5,20,36,369,387,51,2,8,7,6824,2023
4,POLICE PROTECTION,FULL-TIME EMPLOYEES,PROFESSIONALS,14,$43.0 – 54.9,5,3,12,,3,,,,4,5,1,,,,33,2023
4,POLICE PROTECTION,FULL-TIME EMPLOYEES,PROFESSIONALS,15,$55.0 – 69.9,26,35,37,17,22,1,2,4,46,43,17,,,3,253,2023
4,POLICE PROTECTION,FULL-TIME EMPLOYEES,PROFESSIONALS,16,$70.0 PLUS,67,74,234,61,102,,1,8,238,129,91,,,7,1012,2023
4,POLICE PROTECTION,FULL-TIME EMPLOYEES,TECHNICIANS,20,$25.0 – 32.9,4,6,1,6,1,,,,,13,3,,,,34,2023
4,POLICE PROTECTION,FULL-TIME EMPLOYEES,TECHNICIANS,21,$33.0 – 42.9,2,4,4,1,1,,,1,1,10,,,,1,25,2023
4,POLICE PROTECTION,FULL-TIME EMPLOYEES,TECHNICIANS,22,$43.0 – 54.9,4,8,12,4,6,,1,2,7,20,10,,,2,76,2023
4,POLICE PROTECTION,FULL-TIME EMPLOYEES,TECHNICIANS,23,$55.0 – 69.9,1,11,5,4,1,,,,4,46,2,1,,1,76,2023
4,POLICE PROTECTION,FULL-TIME EMPLOYEES,TECHNICIANS,24,$70.0 PLUS,,1,,1,,,,,,15,,,,,17,2023
4,POLICE PROTECTION,FULL-TIME EMPLOYEES,PROTECTIVE SERVICE,29,$33.0 – 42.9,168,294,56,289,529,2,3,8,81,810,134,,2,19,2395,2023
4,POLICE PROTECTION,FULL-TIME EMPLOYEES,PROTECTIVE SERVICE,30,$43.0 – 54.9,1908,1333,1531,1246,1439,6,36,24,398,1957,223,2,60,22,10185,2023
4,POLICE PROTECTION,FULL-TIME EMPLOYEES,PROTECTIVE SERVICE,31,$55.0 – 69.9,638,350,796,304,333,6,1,19,167,238,45,,3,7,2907,2023
4,POLICE PROTECTION,FULL-TIME EMPLOYEES,PROTECTIVE SERVICE,32,$70.0 PLUS,4107,1386,7087,1951,1451,18,38,62,949,926,139,4,20,24,18162,2023
4,POLICE PROTECTION,FULL-TIME EMPLOYEES,PARAPROFESSIONALS,37,$33.0 – 42.9,7,19,4,8,2,,,1,8,35,6,,1,2,93,2023
4,POLICE PROTECTION,FULL-TIME EMPLOYEES,PARAPROFESSIONALS,38,$43.0 – 54.9,,2,,,2,,,,,5,3,,,,12,2023
4,POLICE PROTECTION,FULL-TIME EMPLOYEES,PARAPROFESSIONALS,39,$55.0 – 69.9,,2,1,,,,,,1,6,1,,,,11,2023
4,POLICE PROTECTION,FULL-TIME EMPLOYEES,PARAPROFESSIONALS,40,$70.0 PLUS,1,1,,1,,,,,,4,,,,,7,2023
4,POLICE PROTECTION,FULL-TIME EMPLOYEES,ADMINISTRATIVE SUPPORT,45,$33.0 – 42.9,24,138,11,51,22,,1,,33,277,41,2,1,17,618,2023
4,POLICE PROTECTION,FULL-TIME EMPLOYEES,ADMINISTRATIVE SUPPORT,46,$43.0 – 54.9,24,239,23,35,33,1,1,2,129,505,61,,10,18,1081,2023
4,POLICE PROTECTION,FULL-TIME EMPLOYEES,ADMINISTRATIVE SUPPORT,47,$55.0 – 69.9,43,317,34,88,38,,1,,164,1041,82,1,16,25,1850,2023
4,POLICE PROTECTION,FULL-TIME EMPLOYEES,ADMINISTRATIVE SUPPORT,48,$70.0 PLUS,4,45,6,17,3,,,,12,164,4,,5,1,261,2023
4,POLICE PROTECTION,FULL-TIME EMPLOYEES,SKILLED CRAFT,53,$33.0 – 42.9,11,,7,9,9,1,,,,1,,,,,38,2023
4,POLICE PROTECTION,FULL-TIME EMPLOYEES,SKILLED CRAFT,54,$43.0 – 54.9,7,,5,6,8,,2,2,,,,,,,30,2023
4,POLICE PROTECTION,FULL-TIME EMPLOYEES,SKILLED CRAFT,55,$55.0 – 69.9,41,,29,44,15,1,2,2,,6,,,,,140,2023
4,POLICE PROTECTION,FULL-TIME EMPLOYEES,SKILLED CRAFT,56,$70.0 PLUS,76,1,260,55,53,,5,2,,1,,,,,453,2023
4,POLICE PROTECTION,FULL-TIME EMPLOYEES,SERVICE - MAINTENANCE,61,$33.0 – 42.9,28,56,9,40,10,,,1,15,57,4,,,,220,2023
4,POLICE PROTECTION,FULL-TIME EMPLOYEES,SERVICE - MAINTENANCE,62,$43.0 – 54.9,23,18,13,27,3,,,1,7,27,3,,,,122,2023
4,POLICE PROTECTION,FULL-TIME EMPLOYEES,SERVICE - MAINTENANCE,63,$55.0 – 69.9,1,1,6,2,,,,,,3,,,,,13,2023
4,POLICE PROTECTION,FULL-TIME EMPLOYEES,SERVICE - MAINTENANCE,64,$70.0 PLUS,8,,13,8,3,,,1,,,,,,,33,2023
4,POLICE PROTECTION,OTHER THAN FULL-TIME EMPLOYEES,OFFICIALS – ADMINISTRATORS,66,,,,1,,,,,,1,,,,,,2,2023
4,POLICE PROTECTION,OTHER THAN FULL-TIME EMPLOYEES,PROFESSIONALS,67,,7,1,2,1,,,,,3,2,1,,,1,18,2023
4,POLICE PROTECTION,OTHER THAN FULL-TIME EMPLOYEES,TECHNICIANS,68,,5,4,25,5,,,,,3,10,,,,,52,2023
4,POLICE PROTECTION,OTHER THAN FULL-TIME EMPLOYEES,PROTECTIVE SERVICE,69,,144,583,59,64,80,2,1,5,391,580,172,3,6,8,2098,2023
4,POLICE PROTECTION,OTHER THAN FULL-TIME EMPLOYEES,PARAPROFESSIONALS,70,,12,20,22,9,15,,,,25,17,15,,1,1,137,2023
4,POLICE PROTECTION,OTHER THAN FULL-TIME EMPLOYEES,ADMINISTRATIVE SUPPORT,71,,,5,,,,,,,1,1,4,,,,11,2023
4,POLICE PROTECTION,OTHER THAN FULL-TIME EMPLOYEES,SERVICE – MAINTENANCE,73,,1,,,,,,,,,,,,,,1,2023
4,POLICE PROTECTION,NEW HIRES DURING EEO-4 FISCAL YEAR,OFFICIALS – ADMINISTRATORS,75,,3,2,14,3,1,,1,1,12,8,2,,,,47,2023
4,POLICE PROTECTION,NEW HIRES DURING EEO-4 FISCAL YEAR,PROFESSIONALS,76,,22,32,47,19,18,,2,1,51,35,22,,,4,253,2023
4,POLICE PROTECTION,NEW HIRES DURING EEO-4 FISCAL YEAR,TECHNICIANS,77,,12,14,15,3,9,,,2,8,34,9,,,1,107,2023
4,POLICE PROTECTION,NEW HIRES DURING EEO-4 FISCAL YEAR,PROTECTIVE SERVICE,78,,538,427,380,337,370,2,3,19,97,386,87,1,4,13,2664,2023
4,POLICE PROTECTION,NEW HIRES DURING EEO-4 FISCAL YEAR,PARAPROFESSIONALS,79,,12,28,26,11,20,,,3,27,32,15,,,3,177,2023
4,POLICE PROTECTION,NEW HIRES DURING EEO-4 FISCAL YEAR,ADMINISTRATIVE SUPPORT,80,,21,111,8,39,20,,,1,31,256,40,2,2,14,545,2023
4,POLICE PROTECTION,NEW HIRES DURING EEO-4 FISCAL YEAR,SKILLED CRAFT,81,,43,1,34,40,17,1,4,3,,1,,,,,144,2023
4,POLICE PROTECTION,NEW HIRES DURING EEO-4 FISCAL YEAR,SERVICE – MAINTENANCE,82,,9,9,5,15,4,,,1,2,17,,,,,62,2023
5,FIRE PROTECTION,FULL-TIME EMPLOYEES,OFFICIALS - ADMINISTRATORS,7,$55.0 – 69.9,,2,,1,1,,,,,1,,,,,5,2023
5,FIRE PROTECTION,FULL-TIME EMPLOYEES,OFFICIALS - ADMINISTRATORS,8,$70.0 PLUS,178,8,2185,86,44,1,4,18,34,18,8,,,2,2586,2023
5,FIRE PROTECTION,FULL-TIME EMPLOYEES,PROFESSIONALS,14,$43.0 – 54.9,,,1,,,,,,1,,,,,,2,2023
5,FIRE PROTECTION,FULL-TIME EMPLOYEES,PROFESSIONALS,15,$55.0 – 69.9,1,2,8,3,2,,,,3,7,4,,,,30,2023
5,FIRE PROTECTION,FULL-TIME EMPLOYEES,PROFESSIONALS,16,$70.0 PLUS,31,23,97,32,84,,,7,92,52,36,,,5,459,2023
5,FIRE PROTECTION,FULL-TIME EMPLOYEES,TECHNICIANS,21,$33.0 – 42.9,309,81,526,154,42,1,3,15,43,61,5,1,1,4,1246,2023
5,FIRE PROTECTION,FULL-TIME EMPLOYEES,TECHNICIANS,22,$43.0 – 54.9,138,47,254,58,22,,,12,62,40,2,,,4,639,2023
5,FIRE PROTECTION,FULL-TIME EMPLOYEES,TECHNICIANS,23,$55.0 – 69.9,381,179,387,251,57,,3,12,115,162,11,,2,7,1567,2023
5,FIRE PROTECTION,FULL-TIME EMPLOYEES,TECHNICIANS,24,$70.0 PLUS,184,75,329,117,70,,3,3,73,55,15,,,3,927,2023
5,FIRE PROTECTION,FULL-TIME EMPLOYEES,PROTECTIVE SERVICE,30,$43.0 – 54.9,320,14,655,159,59,1,5,10,20,12,2,,,,1257,2023
5,FIRE PROTECTION,FULL-TIME EMPLOYEES,PROTECTIVE SERVICE,31,$55.0 – 69.9,183,12,481,133,78,,2,9,16,23,4,,,1,942,2023
5,FIRE PROTECTION,FULL-TIME EMPLOYEES,PROTECTIVE SERVICE,32,$70.0 PLUS,1062,14,4274,674,162,4,21,45,32,21,1,,1,,6311,2023
5,FIRE PROTECTION,FULL-TIME EMPLOYEES,PARAPROFESSIONALS,37,$33.0 – 42.9,1,,1,,,,,,,,,,,,2,2023
5,FIRE PROTECTION,FULL-TIME EMPLOYEES,PARAPROFESSIONALS,38,$43.0 – 54.9,2,1,2,2,,,,,1,5,,,,1,14,2023
5,FIRE PROTECTION,FULL-TIME EMPLOYEES,PARAPROFESSIONALS,39,$55.0 – 69.9,,4,1,,,,,,4,5,2,,,1,17,2023
5,FIRE PROTECTION,FULL-TIME EMPLOYEES,PARAPROFESSIONALS,40,$70.0 PLUS,2,1,1,1,,,,,5,2,,,,,12,2023
5,FIRE PROTECTION,FULL-TIME EMPLOYEES,ADMINISTRATIVE SUPPORT,45,$33.0 – 42.9,2,4,4,4,,,,,1,5,1,,,,21,2023
5,FIRE PROTECTION,FULL-TIME EMPLOYEES,ADMINISTRATIVE SUPPORT,46,$43.0 – 54.9,12,20,9,5,5,2,1,,9,38,3,,,1,105,2023
5,FIRE PROTECTION,FULL-TIME EMPLOYEES,ADMINISTRATIVE SUPPORT,47,$55.0 – 69.9,17,30,67,16,2,,,,25,51,6,,3,4,221,2023
5,FIRE PROTECTION,FULL-TIME EMPLOYEES,ADMINISTRATIVE SUPPORT,48,$70.0 PLUS,5,9,33,6,6,,,,7,8,2,,,4,80,2023
5,FIRE PROTECTION,FULL-TIME EMPLOYEES,SKILLED CRAFT,53,$33.0 – 42.9,1,,2,,3,,,,,,,,,,6,2023
5,FIRE PROTECTION,FULL-TIME EMPLOYEES,SKILLED CRAFT,54,$43.0 – 54.9,5,,2,2,3,,,,,1,,,,1,14,2023
5,FIRE PROTECTION,FULL-TIME EMPLOYEES,SKILLED CRAFT,55,$55.0 – 69.9,1,,2,,,,,,,,,,,,3,2023
5,FIRE PROTECTION,FULL-TIME EMPLOYEES,SKILLED CRAFT,56,$70.0 PLUS,71,,197,43,34,,2,8,1,2,1,,,,359,2023
5,FIRE PROTECTION,FULL-TIME EMPLOYEES,SERVICE - MAINTENANCE,62,$43.0 – 54.9,1,,5,7,,,,,,2,,,,,15,2023
5,FIRE PROTECTION,FULL-TIME EMPLOYEES,SERVICE - MAINTENANCE,63,$55.0 – 69.9,2,,1,1,1,,,,,,,,,,5,2023
5,FIRE PROTECTION,FULL-TIME EMPLOYEES,SERVICE - MAINTENANCE,64,$70.0 PLUS,6,,4,5,,,,,,,,,,,15,2023
5,FIRE PROTECTION,OTHER THAN FULL-TIME EMPLOYEES,66. OFFICIALS – ADMINISTRATORS,66,,,,,,,,,,1,,,,,,1,2023
5,FIRE PROTECTION,OTHER THAN FULL-TIME EMPLOYEES,67. PROFESSIONALS,67,,1,,19,3,1,,,1,11,,,,,,36,2023
5,FIRE PROTECTION,OTHER THAN FULL-TIME EMPLOYEES,69. PROTECTIVE SERVICE,69,,24,3,36,24,5,,3,,1,2,2,,,,100,2023
5,FIRE PROTECTION,OTHER THAN FULL-TIME EMPLOYEES,70. PARAPROFESSIONALS,70,,1,,4,3,,,,,1,,1,,,,10,2023
5,FIRE PROTECTION,OTHER THAN FULL-TIME EMPLOYEES,71. ADMINISTRATIVE SUPPORT,71,,,,,,,,,,1,,,,,,1,2023
5,FIRE PROTECTION,NEW HIRES DURING EEO-4 FISCAL YEAR,75. OFFICIALS – ADMINISTRATORS,75,,1,1,4,4,,,,,4,1,1,,,,16,2023
5,FIRE PROTECTION,NEW HIRES DURING EEO-4 FISCAL YEAR,76. PROFESSIONALS,76,,5,4,18,1,9,,,1,8,5,4,,,,55,2023
5,FIRE PROTECTION,NEW HIRES DURING EEO-4 FISCAL YEAR,77. TECHNICIANS,77,,130,32,184,68,21,,1,4,16,21,2,,1,1,481,2023
5,FIRE PROTECTION,NEW HIRES DURING EEO-4 FISCAL YEAR,78. PROTECTIVE SERVICE,78,,181,12,313,108,50,,7,8,9,8,3,,,,699,2023
5,FIRE PROTECTION,NEW HIRES DURING EEO-4 FISCAL YEAR,79. PARAPROFESSIONALS,79,,1,2,5,3,,,,,3,3,1,,,1,19,2023
5,FIRE PROTECTION,NEW HIRES DURING EEO-4 FISCAL YEAR,80. ADMINISTRATIVE SUPPORT,80,,4,7,5,5,,,,,3,6,1,,,,31,2023
5,FIRE PROTECTION,NEW HIRES DURING EEO-4 FISCAL YEAR,81. SKILLED CRAFT,81,,6,,22,5,6,,,,,,,,,,39,2023
5,FIRE PROTECTION,NEW HIRES DURING EEO-4 FISCAL YEAR,82. SERVICE – MAINTENANCE,82,,1,,,1,1,,,,,1,,,,,4,2023
6,"NATURAL RESOURCES, PARKS AND RECREATION",FULL-TIME EMPLOYEES,OFFICIALS - ADMINISTRATORS,6,$43.0 – 54.9,1,,,1,,,,,,,,,,,2,2023
6,"NATURAL RESOURCES, PARKS AND RECREATION",FULL-TIME EMPLOYEES,OFFICIALS - ADMINISTRATORS,7,$55.0 – 69.9,2,2,4,1,,,,,2,,,,,1,12,2023
6,"NATURAL RESOURCES, PARKS AND RECREATION",FULL-TIME EMPLOYEES,OFFICIALS - ADMINISTRATORS,8,$70.0 PLUS,19,19,95,22,17,1,,1,50,28,11,,,3,266,2023
6,"NATURAL RESOURCES, PARKS AND RECREATION",FULL-TIME EMPLOYEES,PROFESSIONALS,14,$43.0 – 54.9,16,6,6,33,,,,2,7,15,,,,,85,2023
6,"NATURAL RESOURCES, PARKS AND RECREATION",FULL-TIME EMPLOYEES,PROFESSIONALS,15,$55.0 – 69.9,22,20,40,38,4,,,2,20,33,10,,,2,191,2023
6,"NATURAL RESOURCES, PARKS AND RECREATION",FULL-TIME EMPLOYEES,PROFESSIONALS,16,$70.0 PLUS,54,43,195,76,80,,2,6,131,50,45,1,2,5,690,2023
6,"NATURAL RESOURCES, PARKS AND RECREATION",FULL-TIME EMPLOYEES,TECHNICIANS,22,$43.0 – 54.9,,,,1,,,,,,,,,,,1,2023
6,"NATURAL RESOURCES, PARKS AND RECREATION",FULL-TIME EMPLOYEES,TECHNICIANS,23,$55.0 – 69.9,,,,3,,,,,,,,,,,3,2023
6,"NATURAL RESOURCES, PARKS AND RECREATION",FULL-TIME EMPLOYEES,TECHNICIANS,24,$70.0 PLUS,,2,1,,,,,,,,,,,,3,2023
6,"NATURAL RESOURCES, PARKS AND RECREATION",FULL-TIME EMPLOYEES,PROTECTIVE SERVICE,30,$43.0 – 54.9,60,21,52,46,18,,,8,25,22,5,1,,3,261,2023
6,"NATURAL RESOURCES, PARKS AND RECREATION",FULL-TIME EMPLOYEES,PROTECTIVE SERVICE,31,$55.0 – 69.9,33,10,19,20,5,,,3,16,18,3,,,1,128,2023
6,"NATURAL RESOURCES, PARKS AND RECREATION",FULL-TIME EMPLOYEES,PROTECTIVE SERVICE,32,$70.0 PLUS,9,1,4,4,,,,,1,,,,,,19,2023
6,"NATURAL RESOURCES, PARKS AND RECREATION",FULL-TIME EMPLOYEES,PARAPROFESSIONALS,38,$43.0 – 54.9,5,3,2,5,2,,,1,5,5,2,,,,30,2023
6,"NATURAL RESOURCES, PARKS AND RECREATION",FULL-TIME EMPLOYEES,PARAPROFESSIONALS,39,$55.0 – 69.9,12,28,34,17,8,,,1,35,30,8,,2,3,178,2023
6,"NATURAL RESOURCES, PARKS AND RECREATION",FULL-TIME EMPLOYEES,PARAPROFESSIONALS,40,$70.0 PLUS,20,41,54,25,4,,,3,37,45,5,1,,6,241,2023
6,"NATURAL RESOURCES, PARKS AND RECREATION",FULL-TIME EMPLOYEES,ADMINISTRATIVE SUPPORT,45,$33.0 – 42.9,,1,,1,,,,,,,,,,,2,2023
6,"NATURAL RESOURCES, PARKS AND RECREATION",FULL-TIME EMPLOYEES,ADMINISTRATIVE SUPPORT,46,$43.0 – 54.9,,4,,3,,,,,4,12,,,,,23,2023
6,"NATURAL RESOURCES, PARKS AND RECREATION",FULL-TIME EMPLOYEES,ADMINISTRATIVE SUPPORT,47,$55.0 – 69.9,3,10,3,5,,,,,10,19,1,,,2,53,2023
6,"NATURAL RESOURCES, PARKS AND RECREATION",FULL-TIME EMPLOYEES,ADMINISTRATIVE SUPPORT,48,$70.0 PLUS,6,20,4,3,1,,,1,9,22,5,,,1,72,2023
6,"NATURAL RESOURCES, PARKS AND RECREATION",FULL-TIME EMPLOYEES,SKILLED CRAFT,54,$43.0 – 54.9,1,,1,3,,,,,,,,,,,5,2023
6,"NATURAL RESOURCES, PARKS AND RECREATION",FULL-TIME EMPLOYEES,SKILLED CRAFT,55,$55.0 – 69.9,21,,32,19,3,,,,,2,,,,,77,2023
6,"NATURAL RESOURCES, PARKS AND RECREATION",FULL-TIME EMPLOYEES,SKILLED CRAFT,56,$70.0 PLUS,41,2,175,27,17,,1,6,,,,,,,269,2023
6,"NATURAL RESOURCES, PARKS AND RECREATION",FULL-TIME EMPLOYEES,SERVICE - MAINTENANCE,61,$33.0 – 42.9,9,15,4,31,,,,,2,35,,,,,96,2023
6,"NATURAL RESOURCES, PARKS AND RECREATION",FULL-TIME EMPLOYEES,SERVICE - MAINTENANCE,62,$43.0 – 54.9,123,82,81,280,18,2,6,16,22,125,3,,,3,761,2023
6,"NATURAL RESOURCES, PARKS AND RECREATION",FULL-TIME EMPLOYEES,SERVICE - MAINTENANCE,63,$55.0 – 69.9,94,30,62,197,5,,3,5,6,75,,,,,477,2023
6,"NATURAL RESOURCES, PARKS AND RECREATION",FULL-TIME EMPLOYEES,SERVICE - MAINTENANCE,64,$70.0 PLUS,126,47,141,158,12,,3,6,17,81,1,,1,3,596,2023
6,"NATURAL RESOURCES, PARKS AND RECREATION",OTHER THAN FULL-TIME EMPLOYEES,OFFICIALS – ADMINISTRATORS,66,,1,,1,,,,,,,,,,,,2,2023
6,"NATURAL RESOURCES, PARKS AND RECREATION",OTHER THAN FULL-TIME EMPLOYEES,PROFESSIONALS,67,,14,19,10,20,4,,,1,12,14,10,1,,1,106,2023
6,"NATURAL RESOURCES, PARKS AND RECREATION",OTHER THAN FULL-TIME EMPLOYEES,PROTECTIVE SERVICE,69,,93,35,177,42,25,,,4,99,13,9,,,6,503,2023
6,"NATURAL RESOURCES, PARKS AND RECREATION",OTHER THAN FULL-TIME EMPLOYEES,PARAPROFESSIONALS,70,,4,6,9,4,2,1,,1,13,1,4,,1,2,48,2023
6,"NATURAL RESOURCES, PARKS AND RECREATION",OTHER THAN FULL-TIME EMPLOYEES,ADMINISTRATIVE SUPPORT,71,,1,3,,,,,,1,,1,,,,2,8,2023
6,"NATURAL RESOURCES, PARKS AND RECREATION",OTHER THAN FULL-TIME EMPLOYEES,SKILLED CRAFT,72,,9,,41,15,,1,,4,1,,,,,,71,2023
6,"NATURAL RESOURCES, PARKS AND RECREATION",OTHER THAN FULL-TIME EMPLOYEES,SERVICE – MAINTENANCE,73,,331,344,106,1136,23,9,19,63,54,1148,16,4,14,40,3307,2023
6,"NATURAL RESOURCES, PARKS AND RECREATION",NEW HIRES DURING EEO-4 FISCAL YEAR,OFFICIALS – ADMINISTRATORS,75,,2,5,6,1,2,,,1,2,1,1,,,,21,2023
6,"NATURAL RESOURCES, PARKS AND RECREATION",NEW HIRES DURING EEO-4 FISCAL YEAR,PROFESSIONALS,76,,30,38,53,62,15,,,4,35,38,13,2,,2,292,2023
6,"NATURAL RESOURCES, PARKS AND RECREATION",NEW HIRES DURING EEO-4 FISCAL YEAR,PROTECTIVE SERVICE,78,,117,47,119,72,27,,1,13,54,39,10,,,9,508,2023
6,"NATURAL RESOURCES, PARKS AND RECREATION",NEW HIRES DURING EEO-4 FISCAL YEAR,PARAPROFESSIONALS,79,,16,27,38,13,10,,,3,41,23,12,,2,7,192,2023
6,"NATURAL RESOURCES, PARKS AND RECREATION",NEW HIRES DURING EEO-4 FISCAL YEAR,ADMINISTRATIVE SUPPORT,80,,1,6,1,1,,,,1,1,1,,,,2,14,2023
6,"NATURAL RESOURCES, PARKS AND RECREATION",NEW HIRES DURING EEO-4 FISCAL YEAR,SKILLED CRAFT,81,,26,,55,27,2,2,,4,,1,,,,,117,2023
6,"NATURAL RESOURCES, PARKS AND RECREATION",NEW HIRES DURING EEO-4 FISCAL YEAR,SERVICE – MAINTENANCE,82,,568,530,234,1718,45,14,33,104,88,1680,22,8,15,87,5146,2023
8,HEALTH,FULL-TIME EMPLOYEES,OFFICIALS - ADMINISTRATORS,7,$55.0 – 69.9,,2,1,,,,,1,2,5,,,,,11,2023
8,HEALTH,FULL-TIME EMPLOYEES,OFFICIALS - ADMINISTRATORS,8,$70.0 PLUS,26,52,66,35,48,,1,5,127,103,48,,,6,517,2023
8,HEALTH,FULL-TIME EMPLOYEES,PROFESSIONALS,13,$33.0 – 42.9,,1,1,,1,,,,,1,1,,,,5,2023
8,HEALTH,FULL-TIME EMPLOYEES,PROFESSIONALS,14,$43.0 – 54.9,3,13,3,9,7,,,1,3,40,9,,1,2,91,2023
8,HEALTH,FULL-TIME EMPLOYEES,PROFESSIONALS,15,$55.0 – 69.9,37,131,27,59,29,,1,6,78,239,57,1,3,12,680,2023
8,HEALTH,FULL-TIME EMPLOYEES,PROFESSIONALS,16,$70.0 PLUS,120,329,222,163,202,2,2,15,689,802,411,1,3,53,3014,2023
8,HEALTH,FULL-TIME EMPLOYEES,TECHNICIANS,21,$33.0 – 42.9,,,,,,,,1,,2,,,,,3,2023
8,HEALTH,FULL-TIME EMPLOYEES,TECHNICIANS,22,$43.0 – 54.9,22,21,7,36,12,,1,,9,57,16,,1,5,187,2023
8,HEALTH,FULL-TIME EMPLOYEES,TECHNICIANS,23,$55.0 – 69.9,11,11,14,56,26,,,2,7,59,18,,,6,210,2023
8,HEALTH,FULL-TIME EMPLOYEES,TECHNICIANS,24,$70.0 PLUS,11,13,23,51,17,1,,2,7,51,15,,,3,194,2023
8,HEALTH,FULL-TIME EMPLOYEES,PROTECTIVE SERVICE,29,$33.0 – 42.9,6,2,2,9,,,,,,10,,,,,29,2023
8,HEALTH,FULL-TIME EMPLOYEES,PROTECTIVE SERVICE,30,$43.0 – 54.9,1,1,2,4,1,,,,,7,,,,1,17,2023
8,HEALTH,FULL-TIME EMPLOYEES,PROTECTIVE SERVICE,31,$55.0 – 69.9,9,4,3,10,,,,1,1,7,,,,,35,2023
8,HEALTH,FULL-TIME EMPLOYEES,PROTECTIVE SERVICE,32,$70.0 PLUS,3,3,2,1,1,,,,,4,,,,,14,2023
8,HEALTH,FULL-TIME EMPLOYEES,PARAPROFESSIONALS,37,$33.0 – 42.9,2,6,1,8,1,,,,,11,2,,,1,32,2023
8,HEALTH,FULL-TIME EMPLOYEES,PARAPROFESSIONALS,38,$43.0 – 54.9,9,38,3,22,1,,,1,6,52,4,,1,2,139,2023
8,HEALTH,FULL-TIME EMPLOYEES,PARAPROFESSIONALS,39,$55.0 – 69.9,26,35,4,26,7,,,1,9,44,12,1,,2,167,2023
8,HEALTH,FULL-TIME EMPLOYEES,PARAPROFESSIONALS,40,$70.0 PLUS,14,38,5,9,5,,,2,14,52,5,,,3,147,2023
8,HEALTH,FULL-TIME EMPLOYEES,ADMINISTRATIVE SUPPORT,44,$25.0 – 32.9,,,,,,,,,,1,,,,,1,2023
8,HEALTH,FULL-TIME EMPLOYEES,ADMINISTRATIVE SUPPORT,45,$33.0 – 42.9,,,2,3,,,,,1,6,1,,,,13,2023
8,HEALTH,FULL-TIME EMPLOYEES,ADMINISTRATIVE SUPPORT,46,$43.0 – 54.9,7,30,6,19,10,,,1,4,101,10,,,4,192,2023
8,HEALTH,FULL-TIME EMPLOYEES,ADMINISTRATIVE SUPPORT,47,$55.0 – 69.9,8,44,2,17,6,,,,9,101,8,,,3,198,2023
8,HEALTH,FULL-TIME EMPLOYEES,ADMINISTRATIVE SUPPORT,48,$70.0 PLUS,3,20,1,1,1,,,1,3,37,5,,,1,73,2023
8,HEALTH,FULL-TIME EMPLOYEES,SKILLED CRAFT,54,$43.0 – 54.9,,,1,,,,,,,,,,,,1,2023
8,HEALTH,FULL-TIME EMPLOYEES,SKILLED CRAFT,55,$55.0 – 69.9,6,,3,5,,,,,,,,,,,14,2023
8,HEALTH,FULL-TIME EMPLOYEES,SKILLED CRAFT,56,$70.0 PLUS,6,,24,,3,,,2,,,,,,,35,2023
8,HEALTH,FULL-TIME EMPLOYEES,SERVICE - MAINTENANCE,60,$25.0 – 32.9,,,,1,,,,,,,,,,,1,2023
8,HEALTH,FULL-TIME EMPLOYEES,SERVICE - MAINTENANCE,61,$33.0 – 42.9,7,,1,11,2,,,,,7,1,,,,29,2023
8,HEALTH,FULL-TIME EMPLOYEES,SERVICE - MAINTENANCE,62,$43.0 – 54.9,27,3,6,51,4,,1,1,1,7,3,,,,104,2023
8,HEALTH,FULL-TIME EMPLOYEES,SERVICE - MAINTENANCE,63,$55.0 – 69.9,9,,3,8,3,,,1,,3,,,,,27,2023
